st_name,dose1,dose2,total_doses,last_dose1,last_dose2,last_total_doses,date
Uttarakhand,2620670,698506,3319176,2589789,694797,3284586,2021-06-13
West Bengal,13598946,4041058,17640004,13546001,4037759,17583760,2021-06-13
Miscellaneous,1729088,1491542,3220630,1729086,1490437,3219523,2021-06-13
Andaman and Nicobar,116624,15368,131992,115688,15348,131036,2021-06-14
Andhra Pradesh,9668857,2635559,12304416,9306916,2622690,11929606,2021-06-14
Arunachal Pradesh,341767,79111,420878,335535,79041,414576,2021-06-14
Assam,3933962,954251,4888213,3878327,928155,4806482,2021-06-14
Bihar,10202989,1922683,12125672,10106377,1912589,12018966,2021-06-14
Chandigarh,336021,75846,411867,329275,75739,405014,2021-06-14
Chhattisgarh,6066094,1186837,7252931,6052670,1159860,7212530,2021-06-14
Dadra and Nagar Haveli and Daman and Diu,245718,26413,272131,240534,26347,266881,2021-06-14
Delhi,4687323,1463616,6150939,4645751,1442900,6088651,2021-06-14
Goa,559749,98506,658255,540700,97879,638579,2021-06-14
Gujarat,15960073,4607094,20567167,15697737,4572559,20270296,2021-06-14
Haryana,5787413,1076127,6863540,5704961,1064765,6769726,2021-06-14
Himachal Pradesh,2178527,435974,2614501,2151620,435973,2587593,2021-06-14
Jammu and Kashmir,3145764,585201,3730965,3093150,582955,3676105,2021-06-14
Jharkhand,4380350,815133,5195483,4299448,798358,5097806,2021-06-14
